area_type,availability,location,size_bhk,total_sqft,bath,balcony,price,price_per_sqft,availability_grouped
Super built-up  Area,19-Dec,Whitefield,2.0,1485.0,2.0,1.0,90.0,6060.606060606061,Upcoming
Super built-up  Area,18-Dec,Ananth Nagar,2.0,1109.0,2.0,1.0,60.0,5410.279531109108,Upcoming
Super built-up  Area,Ready To Move,Koramangala,3.0,2200.0,3.0,2.0,180.0,8181.818181818182,Ready To Move
Super built-up  Area,18-Apr,Whitefield,1.0,950.0,1.0,1.0,50.0,5263.1578947368425,Upcoming
Plot  Area,Ready To Move,Laggere,3.0,1200.0,2.0,0.0,150.0,12500.0,Ready To Move
Super built-up  Area,18-Jul,Hosa Road,2.0,1161.0,2.0,1.0,55.15,4750.215331610681,Upcoming
Super built-up  Area,Ready To Move,Basavangudi,3.0,2350.0,3.0,3.0,300.0,12765.95744680851,Ready To Move
Super built-up  Area,18-Apr,Electronic City Phase II,2.0,1003.0,2.0,1.0,40.6,4047.8564307078764,Upcoming
Plot  Area,Ready To Move,Bank Of Baroda Colony,2.0,1350.0,2.0,1.0,185.0,13703.703703703704,Ready To Move
Super built-up  Area,18-Jun,9th Phase JP Nagar,2.0,1080.0,2.0,2.0,37.0,3425.925925925926,Upcoming
Super built-up  Area,Ready To Move,Hulimavu,2.0,1255.0,2.0,2.0,73.0,5816.733067729084,Ready To Move
Super built-up  Area,Ready To Move,Banaswadi,2.0,1250.0,2.0,0.0,60.0,4800.0,Ready To Move
Plot  Area,Ready To Move,Brookefield,4.0,1700.0,4.0,1.0,152.0,8941.176470588236,Ready To Move
Plot  Area,Ready To Move,Ramamurthy Nagar,3.0,1200.0,2.0,0.0,66.0,5500.0,Ready To Move
Built-up  Area,Ready To Move,St. John's Road,2.0,824.0,2.0,0.0,60.0,7281.553398058252,Ready To Move
Super built-up  Area,Ready To Move,1st Phase JP Nagar,3.0,1875.0,3.0,1.0,167.0,8906.666666666666,Ready To Move
Built-up  Area,18-Aug,Bommasandra Industrial Area,3.0,1320.0,2.0,1.0,38.12,2887.8787878787875,Upcoming
Plot  Area,Ready To Move,Kothanur,5.0,9600.0,5.0,2.0,550.0,5729.166666666667,Ready To Move
Super built-up  Area,Ready To Move,Uttarahalli,3.0,1330.0,2.0,1.0,47.0,3533.8345864661655,Ready To Move
Super built-up  Area,Ready To Move,Kaikondrahalli,3.0,1220.0,3.0,2.0,56.0,4590.163934426229,Ready To Move
Super built-up  Area,18-Dec,Electronic City,3.0,1111.0,3.0,1.0,50.0,4500.450045004501,Upcoming
Super built-up  Area,Ready To Move,Kothannur,2.0,1197.0,2.0,1.0,47.88,4000.0,Ready To Move
Super built-up  Area,Ready To Move,Marathahalli,4.0,2519.0,5.0,2.0,185.0,7344.184200079397,Ready To Move
Super built-up  Area,18-Aug,Doopanahalli,3.0,1340.0,2.0,1.0,100.0,7462.686567164179,Upcoming
Plot  Area,Ready To Move,Old Madras Road,4.0,1450.0,3.0,3.0,132.0,9103.448275862069,Ready To Move
Super built-up  Area,22-Jun,Hoodi,3.0,1837.0,3.0,3.0,145.0,7893.304300489929,Upcoming
Plot  Area,Ready To Move,Haralur Road,4.0,1200.0,4.0,2.0,245.0,20416.666666666668,Ready To Move
Super built-up  Area,Ready To Move,Kudlu Gate,2.0,1238.0,2.0,3.0,55.0,4442.64943457189,Ready To Move
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3.0,1405.0,2.0,2.0,59.01,4200.0,Ready To Move
Super built-up  Area,Ready To Move,Doddaballapur,4.0,1690.0,3.0,2.0,80.0,4733.7278106508875,Ready To Move
Built-up  Area,Ready To Move,Sathanur,3.0,1620.0,2.0,1.0,110.0,6790.123456790124,Ready To Move
Super built-up  Area,Ready To Move,Kanakpura Road,3.0,1673.0,3.0,2.0,115.0,6873.879258816497,Ready To Move
Plot  Area,Ready To Move,Margondanahalli,2.0,1090.0,2.0,0.0,58.0,5321.100917431193,Ready To Move
Super built-up  Area,Ready To Move,Varthur,2.0,1112.0,2.0,2.0,40.0,3597.122302158273,Ready To Move
Super built-up  Area,Ready To Move,Marathahalli,3.0,1385.0,2.0,2.0,66.65,4812.274368231047,Ready To Move
Super built-up  Area,Ready To Move,Subramanyapura,2.0,985.0,2.0,1.0,58.0,5888.324873096447,Ready To Move
Super built-up  Area,Ready To Move,Kanakpura Road,2.0,1080.0,2.0,1.0,37.8,3499.9999999999995,Ready To Move
Super built-up  Area,19-Mar,Hosa Road,2.0,1430.0,2.0,1.0,97.52,6819.580419580419,Upcoming
Super built-up  Area,Ready To Move,Kengeri Satellite Town,2.0,1050.0,2.0,2.0,43.0,4095.2380952380954,Ready To Move
Plot  Area,Ready To Move,Kumaraswami Layout,4.0,2000.0,4.0,1.0,139.0,6950.0,Ready To Move
Built-up  Area,Ready To Move,Banashankari Stage VI,4.0,4800.0,4.0,3.0,190.0,3958.3333333333335,Ready To Move
Built-up  Area,Ready To Move,ITI Layout,3.0,1533.0,3.0,2.0,115.0,7501.630789302022,Ready To Move
Plot  Area,Ready To Move,Ramamohanapuram,4.0,2800.0,3.0,2.0,500.0,17857.14285714286,Ready To Move
Super built-up  Area,Ready To Move,Malleshwaram,3.0,2610.0,3.0,2.0,399.0,15287.356321839081,Ready To Move
Super built-up  Area,Ready To Move,Lakshminarayana Pura,3.0,1750.0,3.0,2.0,150.0,8571.42857142857,Ready To Move
Plot  Area,Ready To Move,TC Palaya,3.0,1200.0,2.0,0.0,66.0,5500.0,Ready To Move
Super built-up  Area,Ready To Move,Prithvi Layout,2.0,1352.0,2.0,2.0,87.5,6471.89349112426,Ready To Move
Super built-up  Area,Ready To Move,Harlur,3.0,1754.0,3.0,2.0,125.0,7126.567844925884,Ready To Move
Built-up  Area,Ready To Move,Tejaswini Nagar,3.0,1560.0,3.0,2.0,85.0,5448.717948717948,Ready To Move
Super built-up  Area,18-Jul,Bannerghatta,4.0,3012.0,6.0,2.0,268.0,8897.742363877822,Upcoming
Super built-up  Area,Ready To Move,Whitefield,4.0,3584.0,4.0,2.0,199.0,5552.455357142857,Ready To Move
Super built-up  Area,Ready To Move,Channasandra,3.0,1470.0,2.0,1.0,90.0,6122.448979591837,Ready To Move
Built-up  Area,Ready To Move,9th Phase JP Nagar,2.0,1035.0,2.0,1.0,45.0,4347.826086956522,Ready To Move
Plot  Area,Ready To Move,Whitefield,4.0,2400.0,5.0,2.0,329.0,13708.333333333334,Ready To Move
Built-up  Area,Ready To Move,Kammanahalli,2.0,1160.0,2.0,1.0,52.0,4482.758620689655,Ready To Move
Super built-up  Area,Ready To Move,Jakkur,2.0,1100.0,2.0,2.0,52.0,4727.272727272727,Ready To Move
Super built-up  Area,Ready To Move,Horamavu Agara,2.0,1170.0,2.0,2.0,38.0,3247.863247863248,Ready To Move
Super built-up  Area,19-Dec,Bannerghatta Road,1.0,595.0,1.0,1.0,31.83,5349.579831932773,Upcoming
Super built-up  Area,Ready To Move,HSR Layout,3.0,1650.0,3.0,2.0,110.0,6666.666666666667,Ready To Move
Super built-up  Area,Ready To Move,1st Block Jayanagar,3.0,1875.0,2.0,3.0,235.0,12533.333333333334,Ready To Move
Super built-up  Area,Ready To Move,kanakapura road,3.0,1375.0,2.0,3.0,48.06,3495.2727272727275,Ready To Move
Super built-up  Area,18-Jun,Ramagondanahalli,2.0,1235.0,2.0,1.0,46.8,3789.4736842105262,Upcoming
Super built-up  Area,Ready To Move,Kaveri Nagar,1.0,750.0,1.0,2.0,25.0,3333.3333333333335,Ready To Move
Built-up  Area,Ready To Move,7th Phase JP Nagar,3.0,1400.0,3.0,1.0,115.0,8214.285714285714,Ready To Move
Super built-up  Area,Ready To Move,Poorna Pragna Layout,3.0,1270.0,2.0,2.0,50.79,3999.212598425197,Ready To Move
Super built-up  Area,18-Dec,Bannerghatta Road,2.0,1105.0,2.0,1.0,51.0,4615.384615384615,Upcoming
Super built-up  Area,Ready To Move,Sundar Ram Shetty Nagar,3.0,1375.0,2.0,3.0,85.0,6181.818181818182,Ready To Move
Plot  Area,Ready To Move,Attibele,4.0,2168.0,4.0,2.0,95.0,4381.918819188192,Ready To Move
Super built-up  Area,Ready To Move,Yelahanka,2.0,1065.0,2.0,1.0,40.84,3834.7417840375592,Ready To Move
Plot  Area,Ready To Move,Sector 6 HSR Layout,3.0,3800.0,3.0,0.0,580.0,15263.157894736842,Ready To Move
Plot  Area,Ready To Move,Raja Rajeshwari Nagar,9.0,3125.0,9.0,2.0,350.0,11200.0,Ready To Move
Super built-up  Area,Ready To Move,Whitefield,1.0,825.0,1.0,1.0,45.0,5454.545454545455,Ready To Move
Built-up  Area,Ready To Move,Nelamangala,2.0,1095.0,2.0,0.0,40.0,3652.9680365296804,Ready To Move
Super built-up  Area,18-Jul,Udayapur Village,3.0,1440.0,2.0,2.0,60.33,4189.583333333333,Upcoming
Super built-up  Area,Ready To Move,Electronic City,2.0,870.0,2.0,1.0,39.5,4540.229885057472,Ready To Move
Super built-up  Area,Ready To Move,Panathur,2.0,1195.0,2.0,1.0,84.0,7029.28870292887,Ready To Move
Super built-up  Area,Ready To Move,"Kirloskar layout, Basaveshwarnagar",2.0,1200.0,2.0,1.0,49.5,4125.0,Ready To Move
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3.0,1530.0,3.0,3.0,61.2,4000.0,Ready To Move
Super built-up  Area,17-Oct,Padmanabhanagar,3.0,1708.0,2.0,1.0,90.5,5298.594847775175,Upcoming
Super built-up  Area,Ready To Move,Alfa Garden Layout,2.0,975.0,2.0,1.0,43.0,4410.25641025641,Ready To Move
Built-up  Area,Ready To Move,KR Puram,2.0,750.0,2.0,1.0,25.0,3333.3333333333335,Ready To Move
Super built-up  Area,18-Dec,Iblur Village,3.0,1920.0,3.0,2.0,130.0,6770.833333333333,Upcoming
Super built-up  Area,21-Dec,Thanisandra,2.0,1183.0,2.0,1.0,58.56,4950.126796280642,Upcoming
Super built-up  Area,Ready To Move,Mico Layout,3.0,1550.0,2.0,2.0,65.0,4193.548387096775,Ready To Move
Super built-up  Area,Ready To Move,Kaggadasapura,2.0,1110.0,2.0,3.0,53.0,4774.774774774774,Ready To Move
Super built-up  Area,Ready To Move,Kaggadasapura,2.0,1105.0,2.0,1.0,38.67,3499.547511312217,Ready To Move
Plot  Area,Ready To Move,Anekal,3.0,1800.0,3.0,2.0,68.0,3777.777777777778,Ready To Move
Super built-up  Area,Ready To Move,2nd Phase JP Nagar,5.0,2800.0,4.0,2.0,200.0,7142.857142857143,Ready To Move
Super built-up  Area,18-Jul,Bommanahalli,2.0,1000.0,2.0,2.0,29.9,2990.0,Upcoming
Built-up  Area,Ready To Move,Prithvi Layout,2.0,1190.0,2.0,2.0,68.0,5714.285714285715,Ready To Move
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,4.0,1350.0,4.0,1.0,200.0,14814.814814814816,Ready To Move
Super built-up  Area,19-Oct,Hebbal,4.0,3067.0,4.0,2.0,230.0,7499.184871209651,Upcoming
Super built-up  Area,18-May,Sarjapur  Road,3.0,1929.0,4.0,1.0,103.0,5339.554173146708,Upcoming
Built-up  Area,Ready To Move,Ramamurthy Nagar,3.0,1525.0,3.0,1.0,100.0,6557.377049180328,Ready To Move
Super built-up  Area,Ready To Move,Nehru Nagar,3.0,1775.0,3.0,3.0,110.0,6197.183098591549,Ready To Move
Built-up  Area,Ready To Move,Banashankari,2.0,1125.0,2.0,1.0,63.0,5600.0,Ready To Move
Super built-up  Area,Ready To Move,Hessarghatta,2.0,900.0,2.0,2.0,42.0,4666.666666666667,Ready To Move
Super built-up  Area,18-Mar,Sarjapur  Road,2.0,1155.0,2.0,1.0,58.0,5021.645021645022,Upcoming
Built-up  Area,Ready To Move,Hulimavu,4.0,1200.0,4.0,0.0,75.0,6250.0,Ready To Move
Super built-up  Area,Ready To Move,Sonnenahalli,2.0,1268.0,2.0,1.0,73.0,5757.097791798107,Ready To Move
Built-up  Area,Ready To Move,Hoodi Layout,3.0,1500.0,3.0,2.0,88.0,5866.666666666667,Ready To Move
Super built-up  Area,18-Jan,Electronic City,1.0,630.0,1.0,1.0,47.0,7460.31746031746,Upcoming
Super built-up  Area,Ready To Move,Seegehalli,3.0,1525.0,3.0,2.0,65.0,4262.295081967213,Ready To Move
Super built-up  Area,Ready To Move,Kaggadasapura,2.0,1060.0,2.0,2.0,48.0,4528.301886792453,Ready To Move
Super built-up  Area,Ready To Move,Lingadheeranahalli,3.0,1687.0,3.0,3.0,127.0,7528.156490812093,Ready To Move
Super built-up  Area,Ready To Move,Thanisandra,3.0,1847.0,3.0,2.0,123.0,6659.447753113156,Ready To Move
Super built-up  Area,Ready To Move,Begur Road,3.0,1410.0,2.0,3.0,53.0,3758.8652482269504,Ready To Move
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2.0,1075.0,2.0,1.0,42.99,3999.0697674418607,Ready To Move
Super built-up  Area,Ready To Move,Rajaji Nagar,4.0,3526.0,4.0,2.0,492.0,13953.488372093023,Ready To Move
Built-up  Area,Ready To Move,BTM Layout,3.0,3000.0,3.0,0.0,338.0,11266.666666666666,Ready To Move
Built-up  Area,18-Apr,Basavangudi,3.0,1500.0,2.0,1.0,143.0,9533.333333333334,Upcoming
Built-up  Area,Ready To Move,Gaundanapalya,2.0,1010.0,2.0,2.0,46.0,4554.455445544554,Ready To Move
Super built-up  Area,18-Jul,Haralur Road,3.0,1875.0,3.0,3.0,110.0,5866.666666666667,Upcoming
Super built-up  Area,20-Dec,Kanakpura Road,2.0,983.0,2.0,1.0,50.6,5147.5076297049845,Upcoming
Super built-up  Area,Ready To Move,Kasturi Nagar,2.0,1101.0,2.0,2.0,65.0,5903.723887375114,Ready To Move
Super built-up  Area,Ready To Move,Laxmi Sagar Layout,2.0,1140.0,2.0,1.0,76.0,6666.666666666667,Ready To Move
Super built-up  Area,Ready To Move,Sarjapur  Road,2.0,1215.0,2.0,2.0,110.0,9053.497942386832,Ready To Move
Super built-up  Area,Ready To Move,Kengeri Satellite Town,2.0,1007.0,2.0,3.0,42.0,4170.8043694141015,Ready To Move
Super built-up  Area,Ready To Move,Bellandur,3.0,2039.0,3.0,2.0,168.0,8239.333006375675,Ready To Move
Built-up  Area,Ready To Move,Ulsoor,3.0,1020.0,3.0,2.0,110.0,10784.313725490196,Ready To Move
Super built-up  Area,Ready To Move,Outer Ring Road East,2.0,1198.0,2.0,1.0,84.0,7011.686143572621,Ready To Move
Built-up  Area,Ready To Move,5th block Koramangala,4.0,4000.0,4.0,1.0,520.0,13000.0,Ready To Move
Plot  Area,Ready To Move,Nelamangala,4.0,1470.0,4.0,2.0,34.5,2346.938775510204,Ready To Move
Built-up  Area,Ready To Move,JakkurYelahanka,2.0,1370.0,2.0,2.0,75.0,5474.4525547445255,Ready To Move
Super built-up  Area,Ready To Move,Yemlur,2.0,1316.0,2.0,3.0,55.5,4217.325227963526,Ready To Move
Super built-up  Area,Ready To Move,Kaggadasapura,3.0,1350.0,3.0,1.0,55.5,4111.111111111111,Ready To Move
Super built-up  Area,18-May,Gunjur Palya,2.0,1050.0,2.0,1.0,43.0,4095.2380952380954,Upcoming
Super built-up  Area,Ready To Move,Electronic City,2.0,921.0,2.0,1.0,34.0,3691.6395222584147,Ready To Move
Super built-up  Area,Ready To Move,Kundalahalli,2.0,1010.0,2.0,1.0,49.27,4878.217821782178,Ready To Move
Super built-up  Area,18-Jun,KR Puram,2.0,1015.0,2.0,1.0,43.0,4236.453201970443,Upcoming
Plot  Area,Ready To Move,TC Palaya,3.0,1200.0,2.0,0.0,66.5,5541.666666666667,Ready To Move
Built-up  Area,Ready To Move,Lakshminarayana Pura,2.0,1179.0,2.0,1.0,75.0,6361.323155216285,Ready To Move
Built-up  Area,Ready To Move,Anjanapura,4.0,1850.0,4.0,2.0,86.0,4648.648648648648,Ready To Move
Super built-up  Area,Ready To Move,Kammasandra,2.0,870.0,2.0,1.0,24.0,2758.6206896551726,Ready To Move
Super built-up  Area,Ready To Move,Bellandur,3.0,1605.0,3.0,2.0,85.0,5295.95015576324,Ready To Move
Plot  Area,Ready To Move,Banashankari Stage VI,4.0,2800.0,4.0,2.0,89.0,3178.5714285714284,Ready To Move
Super built-up  Area,Ready To Move,Malleshwaram,3.0,2475.0,4.0,3.0,320.0,12929.29292929293,Ready To Move
Plot  Area,Ready To Move,Ngef Layout,2.0,3000.0,2.0,0.0,510.0,17000.0,Ready To Move
Plot  Area,Ready To Move,Bileshivale,6.0,2400.0,7.0,2.0,110.0,4583.333333333333,Ready To Move
Super built-up  Area,Ready To Move,2nd Phase JP Nagar,2.0,1000.0,1.0,1.0,55.0,5500.0,Ready To Move
Plot  Area,Ready To Move,Ramamurthy Nagar,2.0,1200.0,2.0,0.0,80.0,6666.666666666667,Ready To Move
Plot  Area,Ready To Move,Manjunatha Layout,2.0,1200.0,2.0,2.0,125.0,10416.666666666666,Ready To Move
Plot  Area,18-May,Kammasandra,2.0,1200.0,2.0,1.0,66.0,5500.0,Upcoming
Built-up  Area,Ready To Move,Kashi Nagar,2.0,1200.0,2.0,2.0,50.0,4166.666666666667,Ready To Move
Super built-up  Area,Ready To Move,Hennur,2.0,1255.0,2.0,1.0,57.5,4581.673306772908,Ready To Move
Super built-up  Area,Ready To Move,Hosur Road,2.0,1085.0,2.0,2.0,30.38,2800.0,Ready To Move
Super built-up  Area,19-Jul,Kanakpura Road,3.0,1592.0,3.0,2.0,125.0,7851.75879396985,Upcoming
Super built-up  Area,18-Nov,B Narayanapura,2.0,1313.0,2.0,1.0,58.27,4437.928408225438,Upcoming
Super built-up  Area,21-May,Kogilu,3.0,1934.0,3.0,2.0,150.0,7755.946225439504,Upcoming
Super built-up  Area,Ready To Move,Harlur,2.0,1200.0,2.0,1.0,49.5,4125.0,Ready To Move
Super built-up  Area,Ready To Move,Uttarahalli,6.0,3600.0,6.0,2.0,120.0,3333.3333333333335,Ready To Move
Super built-up  Area,19-Dec,Old Madras Road,2.0,935.0,2.0,1.0,45.0,4812.834224598931,Upcoming
Built-up  Area,Ready To Move,Bommasandra,2.0,877.0,2.0,2.0,30.0,3420.752565564424,Ready To Move
Super built-up  Area,Ready To Move,Ashwathnagar,2.0,936.0,2.0,2.0,42.0,4487.179487179487,Ready To Move
Super built-up  Area,Ready To Move,Nagasandra,3.0,1470.0,2.0,2.0,110.0,7482.993197278912,Ready To Move
Built-up  Area,Ready To Move,Upkar Layout,1.0,1050.0,1.0,1.0,70.0,6666.666666666667,Ready To Move
Super built-up  Area,19-Mar,Hennur Road,2.0,1232.0,2.0,0.0,69.61,5650.162337662337,Upcoming
Super built-up  Area,Ready To Move,Ambedkar Nagar,3.0,2225.0,4.0,2.0,169.0,7595.505617977528,Ready To Move
Plot  Area,Ready To Move,Sunkadakatte,3.0,1200.0,2.0,0.0,80.0,6666.666666666667,Ready To Move
Super built-up  Area,Ready To Move,Dasarahalli,3.0,1901.0,3.0,2.0,119.0,6259.863229879011,Ready To Move
Super built-up  Area,18-Dec,Sarjapur  Road,3.0,1819.0,3.0,2.0,100.0,5497.526113249038,Upcoming
Super built-up  Area,Ready To Move,HOSUR MAIN ROAD,3.0,1464.0,3.0,2.0,56.0,3825.136612021858,Ready To Move
Plot  Area,Immediate Possession,Banashankari,2.0,2400.0,2.0,2.0,460.0,19166.666666666668,Upcoming
Built-up  Area,Ready To Move,9th Phase JP Nagar,4.0,5000.0,4.0,3.0,290.0,5800.0,Ready To Move
Super built-up  Area,Ready To Move,Someshwara Layout,4.0,1200.0,4.0,3.0,169.0,14083.333333333334,Ready To Move
Super built-up  Area,Ready To Move,Kacharakanahalli,2.0,1256.0,2.0,1.0,60.0,4777.070063694267,Ready To Move
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2.0,1100.0,2.0,2.0,44.0,4000.0,Ready To Move
Plot  Area,Ready To Move,TC Palaya,4.0,4800.0,3.0,3.0,302.0,6291.666666666667,Ready To Move
Super built-up  Area,Ready To Move,Kothanur,3.0,1435.0,3.0,3.0,70.0,4878.048780487805,Ready To Move
Super built-up  Area,Ready To Move,6th Phase JP Nagar,4.0,3245.0,4.0,2.0,250.0,7704.160246533128,Ready To Move
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,1845.0,4.0,1.0,110.0,5962.059620596206,Ready To Move
Plot  Area,Ready To Move,Jigani,3.0,2400.0,4.0,1.0,130.0,5416.666666666667,Ready To Move
Super built-up  Area,Ready To Move,HSR Layout,2.0,1140.0,2.0,2.0,46.0,4035.0877192982457,Ready To Move
Super built-up  Area,18-Feb,Ulsoor,2.0,1200.0,2.0,0.0,60.0,5000.0,Upcoming
Super built-up  Area,18-Aug,Talaghattapura,3.0,2254.0,3.0,2.0,170.0,7542.147293700089,Upcoming
Super built-up  Area,Ready To Move,Frazer Town,3.0,1750.0,3.0,2.0,150.0,8571.42857142857,Ready To Move
Built-up  Area,Ready To Move,Jalahalli West,2.0,1020.0,2.0,1.0,37.0,3627.450980392157,Ready To Move
Built-up  Area,Ready To Move,Bommanahalli,1.0,515.0,1.0,1.0,25.0,4854.368932038835,Ready To Move
Super built-up  Area,Ready To Move,Lingadheeranahalli,3.0,1893.0,3.0,2.0,140.0,7395.66825145272,Ready To Move
Super built-up  Area,Ready To Move,Vasanth nagar,3.0,3025.0,3.0,0.0,500.0,16528.92561983471,Ready To Move
Built-up  Area,Ready To Move,Suddaguntepalya,2.0,830.0,2.0,0.0,34.0,4096.385542168675,Ready To Move
Built-up  Area,Ready To Move,Singasandra,2.0,600.0,2.0,1.0,36.5,6083.333333333333,Ready To Move
Super built-up  Area,Ready To Move,Bisuvanahalli,3.0,1075.0,2.0,1.0,90.0,8372.093023255815,Ready To Move
Plot  Area,Ready To Move,Kathreguppe,4.0,3200.0,4.0,2.0,1200.0,37500.0,Ready To Move
Super built-up  Area,Ready To Move,Kasavanhalli,2.0,1200.0,2.0,1.0,78.0,6500.0,Ready To Move
Super built-up  Area,19-Oct,Sarjapur  Road,2.0,1233.0,2.0,2.0,77.65,6297.6480129764805,Upcoming
Super built-up  Area,Ready To Move,Bannerghatta Road,2.0,1255.0,2.0,2.0,65.26,5200.000000000001,Ready To Move
Super built-up  Area,Ready To Move,Begur Road,2.0,1200.0,2.0,2.0,37.8,3149.9999999999995,Ready To Move
Super built-up  Area,Ready To Move,Varthur,3.0,2145.0,3.0,2.0,175.0,8158.508158508159,Ready To Move
Built-up  Area,Ready To Move,1st Phase JP Nagar,5.0,1500.0,5.0,2.0,85.0,5666.666666666667,Ready To Move
Built-up  Area,Ready To Move,Kothannur,2.0,740.0,2.0,1.0,34.0,4594.594594594595,Ready To Move
Super built-up  Area,Ready To Move,Kengeri,3.0,1250.0,3.0,3.0,48.0,3840.0,Ready To Move
Super built-up  Area,Ready To Move,Channasandra Layout,2.0,1210.0,2.0,2.0,40.0,3305.785123966942,Ready To Move
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,1525.0,2.0,2.0,60.0,3934.4262295081967,Ready To Move
Built-up  Area,Ready To Move,Kogilu,1.0,540.0,1.0,0.0,36.0,6666.666666666667,Ready To Move
Super built-up  Area,Ready To Move,Tumkur Road,3.0,1240.0,2.0,1.0,84.0,6774.193548387097,Ready To Move
Super built-up  Area,Ready To Move,Subramanyapura,3.0,1245.0,2.0,1.0,68.0,5461.847389558233,Ready To Move
Plot  Area,Ready To Move,HAL 3rd Stage,3.0,1865.0,3.0,3.0,350.0,18766.756032171583,Ready To Move
Super built-up  Area,Ready To Move,Bisuvanahalli,3.0,1075.0,2.0,1.0,35.99,3347.906976744186,Ready To Move
Built-up  Area,18-May,Nagavara,2.0,2200.0,2.0,1.0,55.0,2500.0,Upcoming
Super built-up  Area,Ready To Move,Whitefield,2.0,1155.0,2.0,1.0,60.0,5194.805194805195,Ready To Move
Super built-up  Area,Ready To Move,Doctors Layout,2.0,1520.0,2.0,3.0,62.0,4078.9473684210525,Ready To Move
Super built-up  Area,Ready To Move,Thigalarapalya,4.0,3122.0,6.0,2.0,245.0,7847.533632286995,Ready To Move
Super built-up  Area,Ready To Move,Harlur,2.0,1290.0,2.0,1.0,85.0,6589.147286821705,Ready To Move
Built-up  Area,Ready To Move,1st Block HRBR Layout,3.0,2300.0,3.0,2.0,80.0,3478.2608695652175,Ready To Move
Built-up  Area,Ready To Move,Kannamangala,4.0,3000.0,4.0,0.0,200.0,6666.666666666667,Ready To Move
Built-up  Area,Ready To Move,Austin Town,1.0,400.0,1.0,0.0,14.0,3500.0,Ready To Move
Super built-up  Area,Ready To Move,Banashankari,3.0,1340.0,2.0,3.0,53.6,4000.0,Ready To Move
Super built-up  Area,Ready To Move,Malleshwaram,2.0,900.0,2.0,1.0,95.0,10555.555555555555,Ready To Move
Plot  Area,Ready To Move,Rajaji Nagar,6.0,1800.0,4.0,2.0,324.0,18000.0,Ready To Move
Super built-up  Area,Ready To Move,Hennur Road,2.0,987.0,2.0,1.0,49.0,4964.5390070921985,Ready To Move
Super built-up  Area,Ready To Move,Old Madras Road,3.0,1720.0,3.0,2.0,100.0,5813.953488372093,Ready To Move
Super built-up  Area,Ready To Move,Hebbal,2.0,1040.0,2.0,1.0,50.0,4807.692307692308,Ready To Move
Built-up  Area,Ready To Move,Anandapura,2.0,900.0,2.0,0.0,64.0,7111.111111111111,Ready To Move
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2.0,1030.0,2.0,1.0,50.0,4854.368932038835,Ready To Move
Super built-up  Area,Ready To Move,Neeladri Nagar,3.0,2556.0,3.0,2.0,133.0,5203.442879499217,Ready To Move
Super built-up  Area,Ready To Move,Basavangudi,3.0,1850.0,3.0,1.0,168.0,9081.081081081082,Ready To Move
Super built-up  Area,18-Apr,Balagere,2.0,1028.0,2.0,1.0,31.86,3099.2217898832687,Upcoming
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2.0,1270.0,2.0,1.0,83.0,6535.433070866142,Ready To Move
